,date,open,high,low,close,volume,stock_name,%_change,change
369,2025-02-06,40350,40550,40050,40450,1314600,VIC,1.0,400.0
370,2025-02-07,40500,40700,40250,40650,1394900,VIC,0.49,200.0
371,2025-02-10,40350,40350,40000,40000,1534300,VIC,-1.6,-650.0
372,2025-02-11,40000,40100,39850,39950,1436000,VIC,-0.12,-50.0
373,2025-02-12,39950,40100,39900,39900,940900,VIC,-0.13,-50.0
374,2025-02-13,39900,40300,39850,40250,1052900,VIC,0.88,350.0
375,2025-02-14,40500,40500,40200,40250,996500,VIC,0.0,0.0
376,2025-02-17,40250,40400,40050,40100,851700,VIC,-0.37,-150.0
377,2025-02-18,40100,40450,39900,40200,1200000,VIC,0.25,100.0
378,2025-02-19,40200,40500,40050,40400,1574300,VIC,0.5,200.0
379,2025-02-20,40450,41250,40400,40950,2936300,VIC,1.36,550.0
380,2025-02-21,40950,40950,40650,40650,1332100,VIC,-0.73,-300.0
381,2025-02-24,40350,40650,40350,40600,1540100,VIC,-0.12,-50.0
382,2025-02-25,40700,41150,40650,40700,1793300,VIC,0.25,100.0
383,2025-02-26,41000,41100,40800,41000,1364900,VIC,0.74,300.0
384,2025-02-27,41200,41200,40750,41050,1441600,VIC,0.12,50.0
385,2025-02-28,41050,41600,40700,41200,2771000,VIC,0.37,150.0
386,2025-03-03,41300,42400,41200,42050,2857500,VIC,2.06,850.0
387,2025-03-04,42450,42500,41800,41950,3056500,VIC,-0.24,-100.0
388,2025-03-05,42050,42500,42000,42250,2907700,VIC,0.72,300.0
389,2025-03-06,42300,42550,42050,42350,2628200,VIC,0.24,100.0
390,2025-03-07,42300,45300,42250,45300,11502700,VIC,6.97,2950.0
391,2025-03-10,45900,47900,45800,47300,9904400,VIC,4.42,2000.0
392,2025-03-11,46900,47300,46500,47300,5692400,VIC,0.0,0.0
393,2025-03-12,47350,48250,47350,48100,7003400,VIC,1.69,800.0
394,2025-03-13,48300,51400,47500,51400,16415000,VIC,6.86,3300.0
395,2025-03-14,51800,52800,51400,52200,8422600,VIC,1.56,800.0
396,2025-03-17,52500,52700,50800,52100,6497300,VIC,-0.19,-100.0
397,2025-03-18,52100,52700,51100,51300,6017000,VIC,-1.54,-800.0
398,2025-03-19,50800,52500,49200,51900,10342000,VIC,1.17,600.0
399,2025-03-20,52000,53200,50700,51500,6629100,VIC,-0.77,-400.0
400,2025-03-21,51600,53000,51000,53000,7486300,VIC,2.91,1500.0
401,2025-03-24,53000,56700,52700,56700,11901000,VIC,6.98,3700.0
402,2025-03-25,57700,59200,56600,56900,7932000,VIC,0.35,200.0
403,2025-03-26,57800,58000,55700,57000,6487700,VIC,0.18,100.0
404,2025-03-27,57500,58700,56600,57100,4569200,VIC,0.18,100.0
405,2025-03-28,57000,58300,56900,58000,5542600,VIC,1.58,900.0
406,2025-03-31,57800,58500,57300,58000,6654000,VIC,0.0,0.0
407,2025-04-01,58700,60800,58200,59700,7757400,VIC,2.93,1700.0
